Official Symbol Interactor A,Official Symbol Interactor B
Itgb1bp2,Hsp90aa1
Itgb1bp2,Hsp90ab1
Itgb1bp2,Sugt1
Zfand5,Tnf
Zfand5,Psmd6
Zfand5,Rad23b
Zfand5,Uba1
Zfand5,Ube2n
Gcn1l1,Impact
Gcn1l1,Kdm4b
Gcn1l1,Nus1
Gcn1l1,Phkg2
Gcn1l1,Tecr
Ooep,Nlrp5
Ooep,Tle6
Ooep,Khdc3
Sgcz,Dmd
Rock2,Npm1
Rock2,Vim
Rock2,Dars2
Rock2,Gphn
Rock2,Lsm14a
Rock2,Pfn2
Rock2,Ppp1r12a
Rock2,Ppp1r14b
Rock2,Rhoa
Rock2,Sarnp
Rock2,Stau1
Rock2,Fam21
Rock2,Hnrnpu
Rock2,Iqgap1
Rock2,E430025E21Rik
Tubg1,Rock2
Phox2b,Trim11
Fgfrl1,Fgf2
Dnajc1,Hspa5
Dnajc1,Sec61a1
Dnajc1,Rpl4
Hyou1,Sec61a1
Hyou1,Tmed10
Hyou1,Stub1
Hyou1,Vcp
Hyou1,Hspa5
Slit2,Robo3
Klc1,Mapk8ip3
Klc1,Spag9
Klc1,Mapk8ip1
Klc1,Mapk8ip2
Klc1,Crocc
Klc1,Ccdc9
Klc1,Fhl1
Mapk8ip3,Klc1
Mapk8ip3,Mapk8
Mapk8ip3,Map3k5
Mapk8ip3,Fgfr1
Mapk8ip3,Mapk10
Mapk8ip3,Mapk1
Mapk8ip3,Ptk2
Cyth3,Frmd4b
Frmd4b,Cyth3
Rsbn1,Prkaca
Ephb1,Tiam1
Ephb1,Efnb1
Ephb1,Elf2
Epha2,Tiam1
Tiam1,Ephb1
Tiam1,Epha2
Slc8a1,Atp1a1
Slc8a1,Atp1a2
Slc8a1,Ywhab
Atp1a1,Slc8a1
Atp1a1,Gpnmb
Atp1a1,Fxyd1
Atp1a1,Snapin
Atp1a1,Stau1
Atp1a2,Slc8a1
Atp1a2,Cand1
Atp1a2,Cul3
Atp1a2,Atp1a1
Cotl1,Actg1
Cotl1,Actb
Rit1,Rgl3
Rgl3,Rit1
Rgl3,Hras
Rgl3,Ralb
Tex11,Sycp2
Tex11,AI481877
Tex11,Tchp
Sycp2,Tex11
Sycp2,Sycp3
Il1b,Il1rl1
Il1b,Tnfaip3
Il1b,Casp1
Il1b,Casp8
Il1b,Ripk1
Il1b,Ripk3
Il1b,Mmp2
Il1b,Traf3
Il33,Il1rl1
Fem1b,Nkx3-1
Nkx3-1,Fem1b
Nkx3-1,Msx2
Sycp1,Syce1
Sycp1,Egfem1
Syce1,Sycp1
Atp6v0a4,Atp6v0d2
Fgf2,Fgfrl1
Fgf2,Fgfr2
Fgf2,Fgfr1
Hey2,Helt
Hes5,Helt
Ykt6,Stx5a
Ykt6,Bet1
Ykt6,Gosr1
Ykt6,Napa
Pik3r2,Kit
Pik3r2,Cass4
Pik3r2,Krt16
Pik3r2,Krt17
Pik3r2,Krt4
Pik3r2,Krt9
Sun2,Lmna
Sun2,Syne2
Pik3c2b,Itsn1
Iqgap1,Clip1
Iqgap1,Pafah1b1
Iqgap1,Psma1
Iqgap1,Eif2s3x
Iqgap1,Ilf3
Iqgap1,Stau1
Sod3,Atp7a
Sod3,Sgta
Slc1a3,44443
Chek1,Hist1h3f
Chek1,Cdc25b
Chek1,Cep78
Chek1,Eme1
Chek1,Nek7
Chek1,Tlk1
Rab11fip3,Trpv1
Shank3,Ret
Shank3,Grb2
Shank3,Sptbn1
Shank3,Sptan1
Shank3,Sptbn2
Shank3,Camk2a
Shank3,Camk2b
Shank3,Arhgef7
Shank3,Dnm1
Shank3,Grm5
Shank3,Mapk1
Shank3,Homer1
Shank3,Camk2d
Shank3,Ank2
Shank3,Camk2g
Shank3,Dync1h1
Shank3,Dlg4
Shank3,Cnksr2
Shank3,Ywhae
Shank3,Plcb1
Shank3,Caskin1
Shank3,Csnk2b
Shank3,Ywhaz
Shank3,Epb4.1l3
Shank3,Hcn1
Shank3,Dlg2
Shank3,Myo5a
Shank3,Nfasc
Shank3,Map3k5
Shank3,Grin2a
Shank3,Prkcg
Shank3,Ywhab
Shank3,Ywhag
Shank3,Erc2
Shank3,Baiap2
Shank3,Synpo
Shank3,Glul
Shank3,Nefm
Shank3,Homer2
Shank3,Cntn1
Shank3,Ppia
Shank3,Prkcb
Shank3,Dclk1
Shank3,Nefl
Shank3,Arf3
Shank3,Dctn1
Shank3,Anks1b
Shank3,44446
Shank3,Dlgap1
Shank3,Ank3
Shank3,Sptbn4
Shank3,Cntnap1
Shank3,Ppp1r9a
Shank3,Kif5c
Shank3,Rapgef2
Shank3,Rock2
Shank3,Slk
Shank3,Tln2
Shank3,Uba1
Shank3,Ppp6r1
Shank3,Tppp
Shank3,Syngap1
Shank3,Ppp1cc
Shank3,Ppp3ca
Shank3,Shank2
Shank3,Dlgap3
Shank3,Grin1
Shank3,Fbxo41
Shank3,Sirpa
Shank3,Prkca
Shank3,Gnb1
Shank3,Basp1
Shank3,Cyfip2
Shank3,Cyfip1
Shank3,Cttnbp2
Shank3,Ppp1r7
Shank3,Capza2
Shank3,Nckap1
Shank3,Macf1
Shank3,Dlg1
Shank3,Wasf1
Shank3,Mpp2
Shank3,Shank1
Shank3,Cit
Shank3,Agap2
Shank3,Dlgap2
Shank3,Prkce
Shank3,Gsk3b
Shank3,Kalrn
Shank3,Iqsec2
Shank3,Tnik
Shank3,Lrrc7
Shank3,Grm3
Shank3,Rapgef4
Shank3,Rps6ka2
Shank3,Ncdn
Shank3,Rac1
Shank3,Grin2b
Shank3,Taok2
Shank3,Iqsec1
Shank3,Dlgap4
Shank3,Abi1
Shank3,Homer3
Shank3,Ina
Shank3,Ncan
Shank3,44442
Shank3,Syne1
Shank3,Ckap5
Shank3,Cul3
Shank3,Cyld
Shank3,Drg2
Shank3,Hcn2
Shank3,Itih1
Shank3,Snap91
Shank3,Tnr
Shank3,Abi2
Shank3,Ankrd28
Shank3,Dbn1
Shank3,Epb4.1l1
Shank3,Fam171a2
Shank3,Fxr1
Shank3,Hecw1
Shank3,Igf2r
Shank3,Kif15
Shank3,Kif3b
Shank3,Kif7
Shank3,Lmtk3
Shank3,Map4k4
Shank3,Mdk
Shank3,Nes
Shank3,Nf1
Shank3,Pde4dip
Shank3,Pfn2
Shank3,Pip4k2c
Shank3,Ppp6c
Shank3,Ppp6r2
Shank3,Sh3bp5
Shank3,Sh3pxd2b
Shank3,Slc7a3
Shank3,Soga3
Shank3,Spata13
Shank3,Spata20
Shank3,Trim28
Shank3,Wasf2
Shank3,Wbp11
Shank3,Zfp263
Shank3,Zfp318
Shank3,Csnk2a1
Shank3,Kif21a
Shank3,Map2k4
Shank3,Mapk3
Shank3,Nrcam
Shank3,Ppp3cb
Shank3,Rap1a
Shank3,Src
Shank3,Traf3ip1
Shank3,Cdc42bpb
Shank3,Grm2
Shank3,Nedd4
Shank3,Nedd4l
Shank3,Dpysl3
Shank3,Pde2a
Shank3,Atp5j2
Shank3,Kif5a
Shank3,Naca
Shank3,Acp6
Shank3,Abca8b
Shank3,Man2a2
Shank3,Dynlt3
Shank3,Gnaz
Shank3,Actr2
Shank3,Atp2b2
Shank3,Prrt2
Shank3,Exoc7
Shank3,Slc1a4
Shank3,Zan
Shank3,Lrrc4b
Shank3,Eno3
Shank3,Atp6v1d
Shank3,Rab6b
Shank3,Ppp2ca
Shank3,Rac2
Shank3,Hdhd2
Shank3,Pacsin1
Shank3,Tph2
Shank3,Stoml2
Shank3,Atp5l
Shank3,Rab3b
Shank3,Ppp1r12a
Shank3,Skp1a
Shank3,Sfxn3
Shank3,Atad3a
Shank3,Gpm6b
Shank3,Slc25a1
Shank3,Rab14
Shank3,Acly
Shank3,Cct8
Shank3,Actn4
Shank3,Maoa
Shank3,Phyhip
Shank3,Purb
Shank3,Pip4k2a
Shank3,Itpr1
Shank3,Psmc4
Shank3,Ube2d2a
Shank3,Gprin1
Shank3,Xirp2
Shank3,Zkscan17
Shank3,Zfhx3
Shank3,Mog
Shank3,Nlgn2
Shank3,Rftn1
Shank3,Abhd10
Shank3,Gnal
Shank3,2410015M20Rik
Shank3,Acot7
Shank3,Slc12a5
Shank3,Mpst
Shank3,Hadhb
Shank3,Etfa
Shank3,Cdh23
Shank3,Carkd
Shank3,Ndufv2
Shank3,Apoo
Shank3,Hyou1
Shank3,Kcnj10
Shank3,Arpc3
Shank3,Ehd3
Shank3,Dnajc7
Shank3,Uso1
Shank3,Col6a1
Shank3,Fam208b
Shank3,Rad54b
Shank3,Ddhd1
Shank3,Dph6
Shank3,Tcf20
Shank3,Myo15
Shank3,Vdac1
Shank3,Slc4a4
Shank3,Canx
Shank3,Dnajc6
Shank3,Phb2
Shank3,COX2
Shank3,Prnp
Shank3,Slc6a1
Shank3,Cox6a1
Shank3,Cct5
Shank3,Mccc2
Shank3,Slc25a3
Shank3,Cldn11
Shank3,Git1
Shank3,Amph
Shank3,Me3
Shank3,Sfxn1
Shank3,Ndufb4
Apoa1,Apob
Apoa1,Rbp4
Apoa1,Ambp
Apoa1,Apoh
Apoa1,Clu
Apoa1,Fam169a
Apoa1,Apoa1bp
Apoa1,Pde1a
Apoa1,Pdpk1
Apoa1,Qdpr
Apoa1,Serpina1c
Apoa1,Acpp
Apoa1,Cp
Apoa1,Lgi1
Phf12,Sin3b
Phf12,Morf4l1
Phf12,Hdac1
Asb6,Sh2b2
Asb6,Asb1
Atp2a2,Pln
Atp2a2,Ptplad1
Atp2a2,Nos2
Calcoco1,Ahr
Calcoco1,Arnt
Calcoco1,Cep19
Calcoco1,Cryba2
Arnt,Calcoco1
Arnt,Ahrr
Arnt,Trip11
Arnt,Ahr
Arnt,Npas1
Arnt,Npas3
Arnt,Sim1
Arnt,Npas4
Arnt,Abt1
Arnt,Arid5a
Arnt,Arnt2
Arnt,Deaf1
Arnt,Epas1
Arnt,Ncor1
Arnt,Nr4a3
Arnt,Nr6a1
Arnt,Rbl2
Arnt,Senp6
Arnt,Sin3a
Arnt,Tcf12
Arnt,Tcf7l2
Arnt,Tfap2d
Arnt,Tfeb
Arnt,Trrap
Arnt,Wwtr1
Arnt,Zeb1
Eif2a,Metap2
Eif2a,Eif2s2
Eif2a,Serbp1
Eif2a,Eif2s3x
Eif2a,Rps19
Metap2,Eif2a
Metap2,Acadvl
Metap2,Apex1
Metap2,Eif2s2
Metap2,Hmgb3
Metap2,Denr
Metap2,Eif2s3x
Metap2,Npepps
Metap2,Psip1
Metap2,Rac1
Ubr5,Myocd
Ubr5,Matr3
Rgs7bp,Rgs6
Rgs7bp,Rgs7
Rgs7bp,Rgs9
Rgs7bp,Rgs11
Rgs7bp,Gnb5
Rgs7bp,Acn9
Mep1a,Canx
Mep1a,Calr
Stx3,Stxbp2
Stx3,Vamp2
Stx3,Vamp3
Stx3,Snap23
Stx3,Snap29
Rrm2,Rrm1
Nova1,Ptbp2
Nova1,Matr3
Nova2,Ptbp2
Nova2,Matr3
Nova2,Ptbp1
Nova2,Hnrnpl
Tyr,Rab27a
Tyr,Rab6a
Tyr,Rab5a
Tyr,Rab8a
Tyr,Canx
Tyr,Tfrc
Rab27a,Myo5a
Rab27a,Mlph
Fez1,Ndn
Fez1,Cdc20
Fez2,Ndn
Fez2,Rai14
Magel2,Fez1
Magel2,Pias1
Bbs4,Fez1
Bbs4,Ndn
Dpysl5,Dpys
Dpysl5,Dpysl2
Dpysl5,Dpysl3
Dpysl5,Dpysl4
Crmp1,Dpysl2
Crmp1,Dpysl4
Crmp1,Dpysl3
Crmp1,Epn1
Crmp1,Hdhd2
Crmp1,Nat9
Crmp1,Swap70
Crmp1,Arl15
Crmp1,Cdk5rap2
Crmp1,Dnajb4
Crmp1,Fxr1
Crmp1,Mical1
Crmp1,Otud6b
Crmp1,Parva
Crmp1,Ppp1r8
Crmp1,Mcm3ap
Gps2,Rfx4
Rfx3,Gps2
Hunk,Nedd4
Nmrk2,Itgb1
Tfdp1,Sertad1
Tfdp1,Arnt2
Tfdp1,Ncor1
Tfdp1,Nr4a3
Tfdp1,Rbl1
Tfdp1,Rbl2
Tfdp1,Tcf12
Tfdp1,Zeb1
Phyh,Acsl6
Phyh,Fkbp4
Phyh,Phyhip
Mdh2,Cs
Mdh2,Atp5h
Mdh2,Atp5j2
Mdh2,Cryab
Mdh2,Dlat
Mdh2,Fus
Mdh2,Sdha
Mdh2,Atp5a1
Mdh2,Atp5b
Mdh2,Atp5c1
Mdh2,Atp5d
Mdh2,Atp5f1
Mdh2,Atp5k
Mdh2,Atp5l
Mdh2,Cox4i1
Mdh2,Cox5a
Mdh2,Cyc1
Mdh2,Cycs
Mdh2,Fdxr
Mdh2,Fh1
Mdh2,Idh3a
Mdh2,Ndufa10
Mdh2,Ndufb10
Mdh2,Ndufs1
Mdh2,Ndufs7
Mdh2,Sdhb
Mdh2,Uqcrc2
Mdh2,Aco2
Mdh2,Atp5o
Mdh2,Cox6c
Mdh2,Ndufa4
Mdh2,Ndufa5
Mdh2,Ndufab1
Mdh2,Ndufb5
Mdh2,Ndufs3
Mdh2,Slc25a4
Mdh2,Slc25a5
Abhd5,Plin1
Abhd5,Plin2
Abhd5,Pnpla2
Diablo,Xiap
Diablo,Htra2
Atp8b2,Dnajc2
Vps11,Stx1a
Vps11,Stx6
Vps11,Stx7
Vps11,Stx8
Vps11,Vps45
Vps11,Rnf181
Vps16,Stx1a
Vps16,Stx6
Vps16,Stx7
Vps16,Stx8
Vps16,Vps45
Vps18,Stx1a
Vps18,Stx6
Vps18,Stx7
Vps18,Stx8
Vps18,Vps45
Vps18,Hook1
Vps18,Vps41
Vps18,Vps39
Vps18,Vps16
Vps18,Vti1b
Vps18,Stx12
Vps18,Vamp8
Spdef,Nkx2-1
Nrap,Flnc
Nrap,Klhl41
Nrap,Actn3
Nrap,Adprhl1
L3mbtl2,Chd4
L3mbtl2,Mta2
L3mbtl2,Hdac1
L3mbtl2,Gatad2a
L3mbtl2,Mbd3
L3mbtl2,Mta3
L3mbtl2,Hdac2
L3mbtl2,Rbbp4
L3mbtl2,Rbbp7
L3mbtl2,Gatad2b
L3mbtl2,Mga
L3mbtl2,E2f6
L3mbtl2,Pcgf6
L3mbtl2,Rnf2
L3mbtl2,Tfdp1
L3mbtl2,Cbx3
L3mbtl2,Rybp
L3mbtl2,Kdm5c
L3mbtl2,Ehmt2
L3mbtl2,Rest
L3mbtl2,Esrrb
L3mbtl2,Sall4
L3mbtl2,Pou5f1
L3mbtl2,Nacc1
L3mbtl2,Lin54
L3mbtl2,Mybbp1a
L3mbtl2,Trim28
L3mbtl2,Rif1
L3mbtl2,Smc1a
L3mbtl2,Smc3
L3mbtl2,Parp1
L3mbtl2,Sin3a
L3mbtl2,Smarca4
L3mbtl2,Smarcc1
L3mbtl2,Wdr5
L3mbtl2,Hells
L3mbtl2,Smarca5
L3mbtl2,Cbx1
L3mbtl2,Trim42
Lasp1,Zyx
Lasp1,Vasp
Lasp1,Lpp
Acta2,Lasp1
Pax2,Rb1
Pax2,Bbs2
Pax2,Cdkn2a
Pax2,Mrc2
Swi5,Sfr1
Sfr1,Swi5
Sfr1,Rad51
Aqp2,Vamp2
Aqp2,Vamp3
Aqp2,Stub1
Tbl1x,Barx2
Tbl1x,Deaf1
Lamc2,Fbln2
Lamc2,Fbln1
Lamc2,Nid2
Lamc2,Lama3
Ddx4,Ranbp9
Ranbp9,Ddx4
Ranbp9,Cops5
Ranbp9,Ccnl1
Nrip2,Rorb
Nrip2,Rara
Nrip2,Thrb
Cntfr,Ctf2
Ctf2,Cntfr
Ctf2,Il6st
Ctf2,Lifr
Cntf,Cntfr
Cntf,Il6st
Cntf,Lifr
Rfpl4,Ube2a
Rfpl4,Ccnb1
Rfpl4,Psmb1
Cabyr,Jak1
Cabyr,Mapk8ip3
Cabyr,Fscb
Cabyr,Eno1
Cabyr,Ulk1
Tcrb,Cd3e
Tcrb,Ptpn6
Tcrb,Cd247
Cd3e,Ptpn6
Vav1,Mapk14
Vav1,Cd247
Vav1,Cd3e
Vav1,Zap70
Vav1,Egfr
Vav1,Arhgap15
Vav1,Arhgap21
Vav1,Arhgap26
Vav1,Arhgef7
Vav1,Chn2
Vav1,Fgd4
Vav1,Gli1
Vav1,Gli2
Vav1,Prickle1
Vav1,Prickle2
Vav1,Sorbs1
Vav1,Sorbs2
Vav1,Sorbs3
Vav1,Srgap1
Vav1,Srgap2
Pim2,Socs1
Gng2,Gnao1
Gng2,Gnb3
Gng2,Gng12
Gng2,Gng3
Gng2,Kctd12
Gng2,Gnb2l1
Gng2,Rictor
Gng2,Adrbk1
Gng2,Hdac4
Gng2,Nme2
Bub1b,Hist1h1c
Bub1b,Cenpe
Klhl24,Grik2
Klhl24,Kbtbd4
Klhl24,Klhl1
Klhl24,Tulp1
Pde6g,Dnm2
Trpm7,Myh2
Rph3al,Rab3a
Rph3al,Rab3b
Rph3al,Rab3c
Rph3al,Rab3d
Rph3al,Rab8a
Rph3al,Rab27a
Rph3al,Rab27b
Rph3al,Oard1
Canx,Chrna1
Canx,Chrnb1
Canx,Chrnd
Canx,H2-D1
Canx,Ube2i
Canx,Ptpn1
Canx,Hspa9
Canx,Ndrg1
Canx,Trf
Canx,Plp1
Canx,Praf2
Canx,Rpl12
Canx,Serpina1c
Canx,Stx12
Canx,Tmx2
Canx,Tmx4
Canx,Ubxn6
Canx,Edem1
Canx,Jag1
Coro1a,Capzb
Coro1a,C1qb
Coro1a,Grb2
Nppc,Npr2
Hrs2,Snap25
Acvr2a,Magi2
Acvr2a,Acvr1b
Acvr2a,Acvr2b
Acvr2a,Gdf2
Acvr2a,Peg10
Acvr2a,Ralbp1
Acvr2a,Reps2
Magi2,Acvr2a
Magi2,Smad3
Ptges3,Htt
Ptges3,Hsp90ab1
Ptges3,Dnmt3a
Ptges3,Kat2a
Nr4a2,Cdkn1c
Cdkn1c,Nr4a2
Raver2,Ptbp1
Ptbp1,Raver2
Ptbp1,Hnrnpf
Ptbp1,U2af2
Pdcd6ip,Neurl2
Pdcd6ip,Drd3
Pdcd6ip,Drd1
Jakmip1,Kif1b
Jakmip1,Gabbr1
Jakmip1,Gabbr2
Jakmip1,Fastkd2
Fert2,Stat3
Fert2,Jak1
Myo5a,Nefl
Myo5a,Prph
Myo5a,Gfap
Gdf7,Bmp7
Kras,Zhx2
Rtkn,Rhoa
Rtkn,Arhgef12
Ccna1,Cdkn1a
Ccna1,Cdk2
Ccna1,Inca1
Ccna1,Npat
Ccna1,Rbl1
Fcgr1,Hck
Sdc1,Topors
Sdc1,Itgb4
Ulk1,Sqstm1
Ulk1,Hsp90aa1
Ulk1,Cdc37
Ulk1,Atg13
Ulk1,Ubc
Alk,Shc1
Alk,Erbb3
Alk,Mep1b
Alk,Mertk
Alk,Mst1r
Alk,Ptk7
Alk,Shc3
Hesx1,Dnmt1
Hesx1,Lonp2
Hesx1,Srfbp1
Hesx1,Zfp592
Hesx1,Safb
Myh10,Myl12a
Myh10,AI314180
Myh10,Nono
Myh10,Llgl1
Myh10,Mark4
Myh10,Myh9
Myh10,Npm1
Apbb1,Enah
Apbb1,Rnf157
Svip,Vcp
Nsfl1c,Vcp
Nsfl1c,Uchl5
Nsfl1c,Usp14
Nsfl1c,Phax
Nsfl1c,Ppp1r2
Nsfl1c,Ubqln2
Hpcal1,Cyb5a
Hpcal1,Isyna1
Hpcal1,Kcnip4
Hpcal1,Cep76
Spry3,Spry4
Skor1,Hdac1
Skor1,Pcbp2
Skor1,Tle1
Skor1,Lbx1
Skor1,Zbtb16
Lbx1,Skor1
Cacnb2,Cacna1a
Cacnb2,Cacna1b
Cacnb2,Cacna1d
Cacnb2,Cacnb3
Cacnb2,Cacnb4
Fgfbp1,Fgf2
Fgfbp1,Fgf7
Fgfbp1,Fgf10
Fgfbp1,Fgf22
Grik2,Grik3
Grik3,Grik2
Aplp1,Cpeb1
Aplp1,Tubb4a
Aplp1,Spon1
Nos2,Actn4
Nos2,Asph
Nos2,Krt81
Nos2,Nos3
Bcl2l2,Pxn
Bcl2l2,Hif3a
Eln,Lox
Eln,Loxl1
Inha,Acvr1
Klhl17,Actg1
Klhl17,Dock1
Klhl17,Ivns1abp
Klhl17,Klhl11
Klhl17,Klhl29
Klhl17,Klhl38
Klhl17,Klhl7
Klhl17,Klhl9
Klhl17,Npr2
Klhl17,Rapgef4
Klhl17,Srgap1
Cd300a,Nr0b2
Cd300a,Ptpn11
Cd300a,Inpp5d
AF251705,Hcst
AF251705,Tyrobp
AF251705,Fcer1g
Arid3a,Btk
Chrna5,Chrna4
Chrna5,Chrna3
Chrna4,Chrna5
Chrna3,Chrna5
Mul1,Nr6a1
Crx,Nr2e3
Nr2e3,Crx
Pspc1,Neat1
Pspc1,Nono
Pspc1,Sfpq
Igll1,Cdh17
Ptprc,Cdh17
Ptprc,Itgb1
Ptprc,Itga6
Ptprc,Ints4
Ptprc,Cap2
Ptprc,Ptpre
Ptprc,Ptprs
Cdh17,Itgb1
Cdh17,Itga6
Cdh17,Igll1
Arhgap35,Fzr1
Arhgap35,Fgd4
Arhgap35,Gnai3
Arhgap35,Lpxn
Arhgap35,Srgap1
Arhgap35,Srgap2
Arhgap35,Stard13
Fkbp7,Hspa5
Fkbp7,Col5a1
Fkbp7,Col5a2
Fkbp7,Fam114a1
Fkbp7,Fbn1
Fkbp7,Krt19
Kndc1,Map2
Map2,Kndc1
Map2,Eif3c
Map2,Eif3k
Map2,Nedd4
Map2,Psmd13
Map2,Vsnl1
Map2,Dag1
Map2,Mark1
Map2,Mark3
Map2,Mark4
Map2,Psmd8
Map2,Ttbk1
Stxbp3a,Stx4a
Stxbp3a,Stxbp2
Limk2,Pxn
Limk2,Limk1
Trpc4,Itpr1
Trpc4,Itpr3
Trpc4,Trpc1
Trpc4,Cav1
Itpr3,Cav1
Itpr3,Trpc4
Itpr3,Hspa9
Itpr3,Trpc6
Itpr3,Trpm2
Nrip1,Ncor1
Nr2c1,Nrip1
Kat6a,Spi1
Atp6v1g1,Atp6v0a1
Atp6v1g1,Atp6v0c
Atp6v1g1,Lamp2
Atp6v1g2,Atp6v0a1
Atp6v1g2,Atp6v0c
Atxn1,Rora
Atxn1,Kat5
Atxn1,Rps27rt
Atxn1,LOC100044627
Atxn1,Rpl5
Atxn1,LOC100862455
Atxn1,Xpo1
Atxn1,Rpn1
Atxn1,Iars
Atxn1,Rrp12
Atxn1,Yars
Atxn1,Rnh1
Atxn1,Chd4
Atxn1,Cstf2
Atxn1,Jmjd1c
Atxn1,Tpr
Atxn1,Rps6ka3
Atxn1,Cse1l
Atxn1,D1Pas1
Atxn1,Aco2
Atxn1,Acp1
Atxn1,Acta1
Atxn1,Slc25a4
Atxn1,Slc25a5
Atxn1,Prdx6
Atxn1,Atp1a1
Atxn1,Atp2a2
Atxn1,Atp5c1
Atxn1,Capzb
Atxn1,Cct2
Atxn1,Cct3
Atxn1,Cct4
Atxn1,Cct5
Atxn1,Cct7
Atxn1,Cct8
Atxn1,Copa
Atxn1,Crk
Atxn1,Crkl
Atxn1,Crmp1
Atxn1,Dpysl2
Atxn1,Dhx15
Atxn1,Dhx9
Atxn1,Ehd1
Atxn1,Ddx19a
Atxn1,Eno2
Atxn1,Fxr1
Atxn1,Gart
Atxn1,Galk1
Atxn1,Gnas
Atxn1,Gtpbp1
Atxn1,Hcfc1
Atxn1,Hk1
Atxn1,Hk2
Atxn1,Hspa8
Atxn1,Hspa1l
Atxn1,Hspa2
Atxn1,Hspa9
Atxn1,Elavl1
Atxn1,Ilk
Atxn1,Eif3e
Atxn1,Khsrp
Atxn1,Kpna2
Atxn1,Krt10
Atxn1,Rpsa
Atxn1,Lgals1
Atxn1,Lig1
Atxn1,Matr3
Atxn1,Mcm2
Atxn1,Mcm6
Atxn1,Mllt4
Atxn1,Ncl
Atxn1,Npm1
Atxn1,Nsf
Atxn1,P4ha1
Atxn1,P4ha2
Atxn1,Pdcd6ip
Atxn1,Pfkl
Atxn1,Phb
Atxn1,Phox2b
Atxn1,Prkar1a
Atxn1,Hspa1a
Atxn1,Ranbp2
Atxn1,Rpl28
Atxn1,Rpl29
Atxn1,Rpl6
Atxn1,Rps14
Atxn1,Smarca4
Atxn1,Ncor2
Atxn1,Larp4
Atxn1,Mterf1b
Atxn1,Eif4g1
Atxn1,Ddx46
Atxn1,Tagln2
Atxn1,Zfp609
Atxn1,Srp68
Atxn1,Ahsa1
Atxn1,Trim28
Atxn1,Wdhd1
Atxn1,Tmpo
Atxn1,Tpp2
Atxn1,Psmd3
Atxn1,Tuba3a
Atxn1,Tuba1c
Atxn1,Tuba3b
Atxn1,Tubb4a
Atxn1,Txn1
Atxn1,Uba52
Atxn1,Ubc
Atxn1,Umps
Atxn1,Vars
Atxn1,Vdac2
Atxn1,Vdac3
Atxn1,Vim
Atxn1,Ywhag
Atxn1,Ywhah
Atxn1,Ywhaq
Atxn1,Ywhaz
Atxn1,Zfr
Atxn1,Gmps
Atxn1,Cnot1
Atxn1,Rpl10l
Atxn1,Tnpo1
Atxn1,Tox3
Atxn1,Tox
Atxn1,Rpl27a
Atxn1,Tox4
Atxn1,Ddx3y
Atxn1,Sap130
Atxn1,Idh2
Atxn1,Irf2bp2
Atxn1,Mthfd1l
Atxn1,Rpl7a
Atxn1,Abcf2
Atxn1,Rtcb
Atxn1,Bag3
Atxn1,Gnl3
Atxn1,Gse1
Atxn1,Nasp
Atxn1,Ctps
Atxn1,Mfhas1
Atxn1,Prdx4
Atxn1,Nono
Atxn1,Tuba8
Atxn1,Nudt5
Atxn1,Copg2
Atxn1,Copg1
Atxn1,Ywhab
Atxn1,Iqgap2
Atxn1,Otud5
Atxn1,Eif3d
Atxn1,Samhd1
Atxn1,Ddx21
Atxn1,Hnrnph2
Atxn1,Eif3c
Atxn1,Spen
Atxn1,Pfkp
Atxn1,Dstn
Atxn1,Brd4
Atxn1,Rps27
Atxn1,Huwe1
Atxn1,Nampt
Atxn1,Pes1
Atxn1,Rpl23
Atxn1,Rps21
Atxn1,Timm50
Atxn1,Eef1d
Atxn1,Gapvd1
Atxn1,Serbp1
Atxn1,Rpl11
Atxn1,Ddx17
Atxn1,Rpl14
Atxn1,Nvl
Atxn1,Rps27l
Atxn1,Ubr4
Atxn1,Gtpbp4
Atxn1,Mrto4
Atxn1,Copb1
Atxn1,2610034B18Rik
Atxn1,Ipo5
Atxn1,Sugp1
Atxn1,Vcpip1
Atxn1,Bcor
Atxn1,Sfpq
Atxn1,Cic
Atxn1,Nup93
Atxn1,Lrrc47
Atxn1,Larp1
Atxn1,Slc25a31
Atxn1,Lonp1
Atxn1,Mlkl
Atxn1,Ckap5
Atxn1,Srrm2
Atxn1,Pcnp
Atxn1,Rpl18a
Atxn1,Scfd1
Atxn1,Slc25a12
Atxn1,Wrnip1
Atxn1,Slc16a3
Atxn1,Akap12
Atxn1,Gtf2a1
Atxn1,Smarca5
Atxn1,Hadha
Atxn1,Lbr
Atxn1,Krt75
Atxn1,Krt5
Atxn1,Ccnt1
Atxn1,Cct6b
Atxn1,Eef1a2
Atxn1,Eno3
Atxn1,Gapdhs
Atxn1,Gna13
Atxn1,Klk1b24
Atxn1,Krt14
Atxn1,Krt15
Atxn1,Krt16
Atxn1,Mthfd2
Atxn1,Prpf4b
Atxn1,Stip1
Atxn1,Tuba4a
Atxn1,Uchl1
Atxn1,Usp9x
Atxn1,Ywhae
Atxn1,Prrc2c
Atxn1,Tiprl
Atxn1,Hnrnpa3
Atxn1,Eif4g3
Atxn1,Dync1li1
Atxn1,Rbm10
Atxn1,Gpatch8
Atxn1,Tubal3
Atxn1,Cpsf6
Atxn1,Ppp1r10
Atxn1,Sfn
Atxn1,Nop58
Atxn1,Acin1
Atxn1,Ccar1
Atxn1,Acot7
Atxn1,Ppp2r2a
